Capacity Cal,
Time (s),Intensity (a.u.)
239.9000092,521.9205322
240.1000061,525.4363403
240.3000031,519.824585
240.5,521.9400024
240.6999969,521.1133423
240.9000092,522.7091064
241.1000061,519.0974121
241.3000031,519.5037842
241.5,521.0079346
241.6999969,521.3271484
241.9000092,516.9540405
242.1000061,517.7854004
242.3000031,519.4085693
242.5,520.2816162
242.6999969,523.1934814
242.9000092,519.1914063
243.1000061,514.3602295
243.3000031,519.6845093
243.5,520.6940308
243.6999969,518.8789673
243.9000092,522.7664185
244.1000061,520.4401855
244.3000031,522.5476074
244.5,526.4169922
244.6999969,307.5041809
244.9000092,3.874396324
245.1000061,0.137774617
245.3000031,0.030629436
245.5,0.070492744
245.6999969,0.052980132
245.9000092,0.071997203
246.1000061,0.207165867
246.3000031,0.162601635
246.5,0.094975784
246.6999969,0.126961291
246.9000092,0.14275226
247.1000061,0.22142376
247.3000031,0.121312603
247.5,0.093589142
247.6999969,0.148545846
247.9000092,0.140574947
248.1000061,0.061451487
248.3000031,0.297038525
248.5,0.02051745
248.6999969,0.134019241
248.9000092,0.132523239
249.1000061,0.150734082
249.3000031,0.020133484
249.5,0.138744369
249.6999969,0.154755652
249.9000092,0
250.1000061,0.020374898
250.3000031,0.184622958
250.5,0.060995445
250.6999969,0.195346847
